ID,Date_Time,Year,Month,Mdate,Day,Time,Sensor_ID,Sensor_Name,Hourly_Counts
2017312, 07-DEC-2017 16:00,2017,December,7,Thursday,16,35,Southbank,3223
2017313, 07-DEC-2017 16:00,2017,December,7,Thursday,16,45,Little Collins St-Swanston St (East),1866
2017314, 07-DEC-2017 16:00,2017,December,7,Thursday,16,41,Flinders La-Swanston St (West),4292
2017315, 07-DEC-2017 16:00,2017,December,7,Thursday,16,46,Pelham St (S),160
2017316, 07-DEC-2017 16:00,2017,December,7,Thursday,16,47,Melbourne Central-Elizabeth St (East),2118
2017317, 07-DEC-2017 16:00,2017,December,7,Thursday,16,48,QVM-Queen St (East),315
2017318, 07-DEC-2017 16:00,2017,December,7,Thursday,16,49,QVM-Therry St (South),248
2017319, 07-DEC-2017 16:00,2017,December,7,Thursday,16,50,Faraday St-Lygon St (West),268
2017320, 07-DEC-2017 16:00,2017,December,7,Thursday,16,51,QVM-Franklin St (North),137
2017321, 07-DEC-2017 16:00,2017,December,7,Thursday,16,52,Elizabeth St-Lonsdale St (South),689
2017322, 07-DEC-2017 17:00,2017,December,7,Thursday,17,4,Town Hall (West),3743
2017323, 07-DEC-2017 17:00,2017,December,7,Thursday,17,17,Collins Place (South),1440
2017324, 07-DEC-2017 17:00,2017,December,7,Thursday,17,18,Collins Place (North),1872
2017325, 07-DEC-2017 17:00,2017,December,7,Thursday,17,16,Australia on Collins,1816
2017326, 07-DEC-2017 17:00,2017,December,7,Thursday,17,2,Bourke Street Mall (South),3023
2017327, 07-DEC-2017 17:00,2017,December,7,Thursday,17,1,Bourke Street Mall (North),3349
2017328, 07-DEC-2017 17:00,2017,December,7,Thursday,17,3,Melbourne Central,2345
2017329, 07-DEC-2017 17:00,2017,December,7,Thursday,17,15,State Library,1981
2017330, 07-DEC-2017 17:00,2017,December,7,Thursday,17,9,Southern Cross Station,3552
2017331, 07-DEC-2017 17:00,2017,December,7,Thursday,17,10,Victoria Point,690
2017332, 07-DEC-2017 17:00,2017,December,7,Thursday,17,12,New Quay,270
2017333, 07-DEC-2017 17:00,2017,December,7,Thursday,17,11,Waterfront City,113
2017334, 07-DEC-2017 17:00,2017,December,7,Thursday,17,8,Webb Bridge,637
2017335, 07-DEC-2017 17:00,2017,December,7,Thursday,17,7,Birrarung Marr,676
2017336, 07-DEC-2017 17:00,2017,December,7,Thursday,17,5,Princes Bridge,3286
2017337, 07-DEC-2017 17:00,2017,December,7,Thursday,17,6,Flinders Street Station Underpass,5358
2017338, 07-DEC-2017 17:00,2017,December,7,Thursday,17,14,Sandridge Bridge,1513
2017339, 07-DEC-2017 17:00,2017,December,7,Thursday,17,26,QV Market-Elizabeth St (West),653
2017340, 07-DEC-2017 17:00,2017,December,7,Thursday,17,24,Spencer St-Collins St (North),4953
2017341, 07-DEC-2017 17:00,2017,December,7,Thursday,17,23,Spencer St-Collins St (South),1207
2017342, 07-DEC-2017 17:00,2017,December,7,Thursday,17,25,Melbourne Convention Exhibition Centre,1453
2017343, 07-DEC-2017 17:00,2017,December,7,Thursday,17,21,Bourke St-Russell St (West),1136
2017344, 07-DEC-2017 17:00,2017,December,7,Thursday,17,20,Chinatown-Lt Bourke St (South),497
2017345, 07-DEC-2017 17:00,2017,December,7,Thursday,17,19,Chinatown-Swanston St (North),1013
2017346, 07-DEC-2017 17:00,2017,December,7,Thursday,17,22,Flinders St-Elizabeth St (East),3885
2017347, 07-DEC-2017 17:00,2017,December,7,Thursday,17,27,QV Market-Peel St,260
2017348, 07-DEC-2017 17:00,2017,December,7,Thursday,17,28,The Arts Centre,2032
2017349, 07-DEC-2017 17:00,2017,December,7,Thursday,17,31,Lygon St (West),266
2017350, 07-DEC-2017 17:00,2017,December,7,Thursday,17,33,Flinders St-Spring St (West),645
2017351, 07-DEC-2017 17:00,2017,December,7,Thursday,17,34,Flinders St-Spark La,302
2017352, 07-DEC-2017 17:00,2017,December,7,Thursday,17,37,Lygon St (East),222
2017353, 07-DEC-2017 17:00,2017,December,7,Thursday,17,40,Lonsdale St-Spring St (West),732
2017354, 07-DEC-2017 17:00,2017,December,7,Thursday,17,36,Queen St (West),894
2017355, 07-DEC-2017 17:00,2017,December,7,Thursday,17,29,St Kilda Rd-Alexandra Gardens,864
2017356, 07-DEC-2017 17:00,2017,December,7,Thursday,17,42,Grattan St-Swanston St (West),378
2017357, 07-DEC-2017 17:00,2017,December,7,Thursday,17,43,Monash Rd-Swanston St (West),299
2017358, 07-DEC-2017 17:00,2017,December,7,Thursday,17,44,Tin Alley-Swanston St (West),191
2017359, 07-DEC-2017 17:00,2017,December,7,Thursday,17,35,Southbank,4458
2017360, 07-DEC-2017 17:00,2017,December,7,Thursday,17,45,Little Collins St-Swanston St (East),2116
2017361, 07-DEC-2017 17:00,2017,December,7,Thursday,17,41,Flinders La-Swanston St (West),5035
2017362, 07-DEC-2017 17:00,2017,December,7,Thursday,17,46,Pelham St (S),228
2017363, 07-DEC-2017 17:00,2017,December,7,Thursday,17,47,Melbourne Central-Elizabeth St (East),2493
2017364, 07-DEC-2017 17:00,2017,December,7,Thursday,17,48,QVM-Queen St (East),360
2017365, 07-DEC-2017 17:00,2017,December,7,Thursday,17,49,QVM-Therry St (South),143
2017366, 07-DEC-2017 17:00,2017,December,7,Thursday,17,50,Faraday St-Lygon St (West),266
2017367, 07-DEC-2017 17:00,2017,December,7,Thursday,17,51,QVM-Franklin St (North),154
2017368, 07-DEC-2017 17:00,2017,December,7,Thursday,17,52,Elizabeth St-Lonsdale St (South),856
2017369, 07-DEC-2017 18:00,2017,December,7,Thursday,18,4,Town Hall (West),2895
2017370, 07-DEC-2017 18:00,2017,December,7,Thursday,18,17,Collins Place (South),960
2017371, 07-DEC-2017 18:00,2017,December,7,Thursday,18,18,Collins Place (North),858
2017372, 07-DEC-2017 18:00,2017,December,7,Thursday,18,16,Australia on Collins,1326
2017373, 07-DEC-2017 18:00,2017,December,7,Thursday,18,2,Bourke Street Mall (South),2330
2017374, 07-DEC-2017 18:00,2017,December,7,Thursday,18,1,Bourke Street Mall (North),2921
2017375, 07-DEC-2017 18:00,2017,December,7,Thursday,18,3,Melbourne Central,1996
2017376, 07-DEC-2017 18:00,2017,December,7,Thursday,18,15,State Library,1566
2017377, 07-DEC-2017 18:00,2017,December,7,Thursday,18,9,Southern Cross Station,1529
2017378, 07-DEC-2017 18:00,2017,December,7,Thursday,18,10,Victoria Point,417
2017379, 07-DEC-2017 18:00,2017,December,7,Thursday,18,12,New Quay,182
2017380, 07-DEC-2017 18:00,2017,December,7,Thursday,18,11,Waterfront City,47
2017381, 07-DEC-2017 18:00,2017,December,7,Thursday,18,8,Webb Bridge,372
2017382, 07-DEC-2017 18:00,2017,December,7,Thursday,18,7,Birrarung Marr,372
2017383, 07-DEC-2017 18:00,2017,December,7,Thursday,18,5,Princes Bridge,2521
2017384, 07-DEC-2017 18:00,2017,December,7,Thursday,18,6,Flinders Street Station Underpass,3430
2017385, 07-DEC-2017 18:00,2017,December,7,Thursday,18,14,Sandridge Bridge,847
2017386, 07-DEC-2017 18:00,2017,December,7,Thursday,18,26,QV Market-Elizabeth St (West),620
2017387, 07-DEC-2017 18:00,2017,December,7,Thursday,18,24,Spencer St-Collins St (North),3087
2017388, 07-DEC-2017 18:00,2017,December,7,Thursday,18,23,Spencer St-Collins St (South),641
2017389, 07-DEC-2017 18:00,2017,December,7,Thursday,18,25,Melbourne Convention Exhibition Centre,1117
2017390, 07-DEC-2017 18:00,2017,December,7,Thursday,18,21,Bourke St-Russell St (West),1022
2017391, 07-DEC-2017 18:00,2017,December,7,Thursday,18,20,Chinatown-Lt Bourke St (South),572
2017392, 07-DEC-2017 18:00,2017,December,7,Thursday,18,19,Chinatown-Swanston St (North),1174
2017393, 07-DEC-2017 18:00,2017,December,7,Thursday,18,22,Flinders St-Elizabeth St (East),3051
2017394, 07-DEC-2017 18:00,2017,December,7,Thursday,18,27,QV Market-Peel St,229
2017395, 07-DEC-2017 18:00,2017,December,7,Thursday,18,28,The Arts Centre,1368
2017396, 07-DEC-2017 18:00,2017,December,7,Thursday,18,31,Lygon St (West),281
2017397, 07-DEC-2017 18:00,2017,December,7,Thursday,18,33,Flinders St-Spring St (West),355
2017398, 07-DEC-2017 18:00,2017,December,7,Thursday,18,34,Flinders St-Spark La,197
2017399, 07-DEC-2017 18:00,2017,December,7,Thursday,18,37,Lygon St (East),242
2017400, 07-DEC-2017 18:00,2017,December,7,Thursday,18,40,Lonsdale St-Spring St (West),601
2017401, 07-DEC-2017 18:00,2017,December,7,Thursday,18,36,Queen St (West),479
2017402, 07-DEC-2017 18:00,2017,December,7,Thursday,18,29,St Kilda Rd-Alexandra Gardens,806
2017403, 07-DEC-2017 18:00,2017,December,7,Thursday,18,42,Grattan St-Swanston St (West),230
2017404, 07-DEC-2017 18:00,2017,December,7,Thursday,18,43,Monash Rd-Swanston St (West),186
2017405, 07-DEC-2017 18:00,2017,December,7,Thursday,18,44,Tin Alley-Swanston St (West),126
2017406, 07-DEC-2017 18:00,2017,December,7,Thursday,18,35,Southbank,3293
2017407, 07-DEC-2017 18:00,2017,December,7,Thursday,18,45,Little Collins St-Swanston St (East),1595
2017408, 07-DEC-2017 18:00,2017,December,7,Thursday,18,41,Flinders La-Swanston St (West),4098
2017409, 07-DEC-2017 18:00,2017,December,7,Thursday,18,46,Pelham St (S),100
2017410, 07-DEC-2017 18:00,2017,December,7,Thursday,18,47,Melbourne Central-Elizabeth St (East),1720
2017411, 07-DEC-2017 18:00,2017,December,7,Thursday,18,48,QVM-Queen St (East),293
2017412, 07-DEC-2017 18:00,2017,December,7,Thursday,18,49,QVM-Therry St (South),132
2017413, 07-DEC-2017 18:00,2017,December,7,Thursday,18,50,Faraday St-Lygon St (West),281
2017414, 07-DEC-2017 18:00,2017,December,7,Thursday,18,51,QVM-Franklin St (North),119
2017415, 07-DEC-2017 18:00,2017,December,7,Thursday,18,52,Elizabeth St-Lonsdale St (South),748
2017416, 07-DEC-2017 19:00,2017,December,7,Thursday,19,4,Town Hall (West),1669
2017417, 07-DEC-2017 19:00,2017,December,7,Thursday,19,17,Collins Place (South),465
2017418, 07-DEC-2017 19:00,2017,December,7,Thursday,19,18,Collins Place (North),353
2017419, 07-DEC-2017 19:00,2017,December,7,Thursday,19,16,Australia on Collins,662
2017420, 07-DEC-2017 19:00,2017,December,7,Thursday,19,2,Bourke Street Mall (South),1232
2017421, 07-DEC-2017 19:00,2017,December,7,Thursday,19,1,Bourke Street Mall (North),1839
2017422, 07-DEC-2017 19:00,2017,December,7,Thursday,19,3,Melbourne Central,1151
2017423, 07-DEC-2017 19:00,2017,December,7,Thursday,19,15,State Library,972
2017424, 07-DEC-2017 19:00,2017,December,7,Thursday,19,9,Southern Cross Station,334
2017425, 07-DEC-2017 19:00,2017,December,7,Thursday,19,10,Victoria Point,130
2017426, 07-DEC-2017 19:00,2017,December,7,Thursday,19,12,New Quay,27
2017427, 07-DEC-2017 19:00,2017,December,7,Thursday,19,11,Waterfront City,4
2017428, 07-DEC-2017 19:00,2017,December,7,Thursday,19,8,Webb Bridge,137
2017429, 07-DEC-2017 19:00,2017,December,7,Thursday,19,7,Birrarung Marr,154
2017430, 07-DEC-2017 19:00,2017,December,7,Thursday,19,5,Princes Bridge,1235
2017431, 07-DEC-2017 19:00,2017,December,7,Thursday,19,6,Flinders Street Station Underpass,1853
2017432, 07-DEC-2017 19:00,2017,December,7,Thursday,19,14,Sandridge Bridge,272
2017433, 07-DEC-2017 19:00,2017,December,7,Thursday,19,26,QV Market-Elizabeth St (West),293
2017434, 07-DEC-2017 19:00,2017,December,7,Thursday,19,24,Spencer St-Collins St (North),1656
2017435, 07-DEC-2017 19:00,2017,December,7,Thursday,19,23,Spencer St-Collins St (South),376
2017436, 07-DEC-2017 19:00,2017,December,7,Thursday,19,25,Melbourne Convention Exhibition Centre,184
2017437, 07-DEC-2017 19:00,2017,December,7,Thursday,19,21,Bourke St-Russell St (West),725
2017438, 07-DEC-2017 19:00,2017,December,7,Thursday,19,20,Chinatown-Lt Bourke St (South),514
2017439, 07-DEC-2017 19:00,2017,December,7,Thursday,19,19,Chinatown-Swanston St (North),1141
2017440, 07-DEC-2017 19:00,2017,December,7,Thursday,19,22,Flinders St-Elizabeth St (East),1744
2017441, 07-DEC-2017 19:00,2017,December,7,Thursday,19,27,QV Market-Peel St,124
2017442, 07-DEC-2017 19:00,2017,December,7,Thursday,19,28,The Arts Centre,940
2017443, 07-DEC-2017 19:00,2017,December,7,Thursday,19,31,Lygon St (West),275
2017444, 07-DEC-2017 19:00,2017,December,7,Thursday,19,33,Flinders St-Spring St (West),186
2017445, 07-DEC-2017 19:00,2017,December,7,Thursday,19,34,Flinders St-Spark La,124
2017446, 07-DEC-2017 19:00,2017,December,7,Thursday,19,37,Lygon St (East),191
2017447, 07-DEC-2017 19:00,2017,December,7,Thursday,19,40,Lonsdale St-Spring St (West),589
2017448, 07-DEC-2017 19:00,2017,December,7,Thursday,19,36,Queen St (West),239
2017449, 07-DEC-2017 19:00,2017,December,7,Thursday,19,29,St Kilda Rd-Alexandra Gardens,511
2017450, 07-DEC-2017 19:00,2017,December,7,Thursday,19,42,Grattan St-Swanston St (West),141
2017451, 07-DEC-2017 19:00,2017,December,7,Thursday,19,43,Monash Rd-Swanston St (West),127
2017452, 07-DEC-2017 19:00,2017,December,7,Thursday,19,44,Tin Alley-Swanston St (West),45
2017453, 07-DEC-2017 19:00,2017,December,7,Thursday,19,35,Southbank,1486
2017454, 07-DEC-2017 19:00,2017,December,7,Thursday,19,45,Little Collins St-Swanston St (East),727
2017455, 07-DEC-2017 19:00,2017,December,7,Thursday,19,41,Flinders La-Swanston St (West),2824
2017456, 07-DEC-2017 19:00,2017,December,7,Thursday,19,46,Pelham St (S),49
2017457, 07-DEC-2017 19:00,2017,December,7,Thursday,19,47,Melbourne Central-Elizabeth St (East),757
2017458, 07-DEC-2017 19:00,2017,December,7,Thursday,19,48,QVM-Queen St (East),195
2017459, 07-DEC-2017 19:00,2017,December,7,Thursday,19,49,QVM-Therry St (South),93
2017460, 07-DEC-2017 19:00,2017,December,7,Thursday,19,50,Faraday St-Lygon St (West),275
2017461, 07-DEC-2017 19:00,2017,December,7,Thursday,19,51,QVM-Franklin St (North),80
2017462, 07-DEC-2017 19:00,2017,December,7,Thursday,19,52,Elizabeth St-Lonsdale St (South),460
2017463, 07-DEC-2017 20:00,2017,December,7,Thursday,20,4,Town Hall (West),1156
2017464, 07-DEC-2017 20:00,2017,December,7,Thursday,20,17,Collins Place (South),316
2017465, 07-DEC-2017 20:00,2017,December,7,Thursday,20,18,Collins Place (North),212
2017466, 07-DEC-2017 20:00,2017,December,7,Thursday,20,16,Australia on Collins,468
2017467, 07-DEC-2017 20:00,2017,December,7,Thursday,20,2,Bourke Street Mall (South),718
2017468, 07-DEC-2017 20:00,2017,December,7,Thursday,20,1,Bourke Street Mall (North),1278
2017469, 07-DEC-2017 20:00,2017,December,7,Thursday,20,3,Melbourne Central,1084
2017470, 07-DEC-2017 20:00,2017,December,7,Thursday,20,15,State Library,814
2017471, 07-DEC-2017 20:00,2017,December,7,Thursday,20,9,Southern Cross Station,188
2017472, 07-DEC-2017 20:00,2017,December,7,Thursday,20,10,Victoria Point,98
2017473, 07-DEC-2017 20:00,2017,December,7,Thursday,20,12,New Quay,31
2017474, 07-DEC-2017 20:00,2017,December,7,Thursday,20,11,Waterfront City,6
2017475, 07-DEC-2017 20:00,2017,December,7,Thursday,20,8,Webb Bridge,93
2017476, 07-DEC-2017 20:00,2017,December,7,Thursday,20,7,Birrarung Marr,59
2017477, 07-DEC-2017 20:00,2017,December,7,Thursday,20,5,Princes Bridge,955
2017478, 07-DEC-2017 20:00,2017,December,7,Thursday,20,6,Flinders Street Station Underpass,1319
2017479, 07-DEC-2017 20:00,2017,December,7,Thursday,20,14,Sandridge Bridge,181
2017480, 07-DEC-2017 20:00,2017,December,7,Thursday,20,26,QV Market-Elizabeth St (West),318
2017481, 07-DEC-2017 20:00,2017,December,7,Thursday,20,24,Spencer St-Collins St (North),1036
2017482, 07-DEC-2017 20:00,2017,December,7,Thursday,20,23,Spencer St-Collins St (South),339
2017483, 07-DEC-2017 20:00,2017,December,7,Thursday,20,25,Melbourne Convention Exhibition Centre,139
2017484, 07-DEC-2017 20:00,2017,December,7,Thursday,20,21,Bourke St-Russell St (West),506
2017485, 07-DEC-2017 20:00,2017,December,7,Thursday,20,20,Chinatown-Lt Bourke St (South),392
2017486, 07-DEC-2017 20:00,2017,December,7,Thursday,20,19,Chinatown-Swanston St (North),836
2017487, 07-DEC-2017 20:00,2017,December,7,Thursday,20,22,Flinders St-Elizabeth St (East),1293
2017488, 07-DEC-2017 20:00,2017,December,7,Thursday,20,27,QV Market-Peel St,77
2017489, 07-DEC-2017 20:00,2017,December,7,Thursday,20,28,The Arts Centre,447
2017490, 07-DEC-2017 20:00,2017,December,7,Thursday,20,31,Lygon St (West),239
2017491, 07-DEC-2017 20:00,2017,December,7,Thursday,20,33,Flinders St-Spring St (West),121
2017492, 07-DEC-2017 20:00,2017,December,7,Thursday,20,34,Flinders St-Spark La,101
2017493, 07-DEC-2017 20:00,2017,December,7,Thursday,20,37,Lygon St (East),120
2017494, 07-DEC-2017 20:00,2017,December,7,Thursday,20,40,Lonsdale St-Spring St (West),226
2017495, 07-DEC-2017 20:00,2017,December,7,Thursday,20,36,Queen St (West),227
2017496, 07-DEC-2017 20:00,2017,December,7,Thursday,20,29,St Kilda Rd-Alexandra Gardens,653
2017497, 07-DEC-2017 20:00,2017,December,7,Thursday,20,42,Grattan St-Swanston St (West),120
2017498, 07-DEC-2017 20:00,2017,December,7,Thursday,20,43,Monash Rd-Swanston St (West),62
2017499, 07-DEC-2017 20:00,2017,December,7,Thursday,20,44,Tin Alley-Swanston St (West),33
2017500, 07-DEC-2017 20:00,2017,December,7,Thursday,20,35,Southbank,995
2017501, 07-DEC-2017 20:00,2017,December,7,Thursday,20,45,Little Collins St-Swanston St (East),584
2017502, 07-DEC-2017 20:00,2017,December,7,Thursday,20,41,Flinders La-Swanston St (West),2115
2017503, 07-DEC-2017 20:00,2017,December,7,Thursday,20,46,Pelham St (S),22
2017504, 07-DEC-2017 20:00,2017,December,7,Thursday,20,47,Melbourne Central-Elizabeth St (East),685
2017505, 07-DEC-2017 20:00,2017,December,7,Thursday,20,48,QVM-Queen St (East),145
2017506, 07-DEC-2017 20:00,2017,December,7,Thursday,20,49,QVM-Therry St (South),59
2017507, 07-DEC-2017 20:00,2017,December,7,Thursday,20,50,Faraday St-Lygon St (West),239
2017508, 07-DEC-2017 20:00,2017,December,7,Thursday,20,51,QVM-Franklin St (North),110
2017509, 07-DEC-2017 20:00,2017,December,7,Thursday,20,52,Elizabeth St-Lonsdale St (South),331
2017510, 07-DEC-2017 21:00,2017,December,7,Thursday,21,4,Town Hall (West),1124
2017511, 07-DEC-2017 21:00,2017,December,7,Thursday,21,17,Collins Place (South),232
2017512, 07-DEC-2017 21:00,2017,December,7,Thursday,21,18,Collins Place (North),123
2017513, 07-DEC-2017 21:00,2017,December,7,Thursday,21,16,Australia on Collins,365
2017514, 07-DEC-2017 21:00,2017,December,7,Thursday,21,2,Bourke Street Mall (South),438
2017515, 07-DEC-2017 21:00,2017,December,7,Thursday,21,1,Bourke Street Mall (North),750
2017516, 07-DEC-2017 21:00,2017,December,7,Thursday,21,3,Melbourne Central,1378
2017517, 07-DEC-2017 21:00,2017,December,7,Thursday,21,15,State Library,682
2017518, 07-DEC-2017 21:00,2017,December,7,Thursday,21,9,Southern Cross Station,110
2017519, 07-DEC-2017 21:00,2017,December,7,Thursday,21,10,Victoria Point,93
2017520, 07-DEC-2017 21:00,2017,December,7,Thursday,21,12,New Quay,47
2017521, 07-DEC-2017 21:00,2017,December,7,Thursday,21,11,Waterfront City,2
2017522, 07-DEC-2017 21:00,2017,December,7,Thursday,21,8,Webb Bridge,59
2017523, 07-DEC-2017 21:00,2017,December,7,Thursday,21,7,Birrarung Marr,72
2017524, 07-DEC-2017 21:00,2017,December,7,Thursday,21,5,Princes Bridge,859
2017525, 07-DEC-2017 21:00,2017,December,7,Thursday,21,6,Flinders Street Station Underpass,1289
2017526, 07-DEC-2017 21:00,2017,December,7,Thursday,21,14,Sandridge Bridge,249
2017527, 07-DEC-2017 21:00,2017,December,7,Thursday,21,26,QV Market-Elizabeth St (West),240
2017528, 07-DEC-2017 21:00,2017,December,7,Thursday,21,24,Spencer St-Collins St (North),987
2017529, 07-DEC-2017 21:00,2017,December,7,Thursday,21,23,Spencer St-Collins St (South),321
2017530, 07-DEC-2017 21:00,2017,December,7,Thursday,21,25,Melbourne Convention Exhibition Centre,166
2017531, 07-DEC-2017 21:00,2017,December,7,Thursday,21,21,Bourke St-Russell St (West),547
2017532, 07-DEC-2017 21:00,2017,December,7,Thursday,21,20,Chinatown-Lt Bourke St (South),401
2017533, 07-DEC-2017 21:00,2017,December,7,Thursday,21,19,Chinatown-Swanston St (North),852
2017534, 07-DEC-2017 21:00,2017,December,7,Thursday,21,22,Flinders St-Elizabeth St (East),1337
2017535, 07-DEC-2017 21:00,2017,December,7,Thursday,21,27,QV Market-Peel St,152
2017536, 07-DEC-2017 21:00,2017,December,7,Thursday,21,28,The Arts Centre,511
2017537, 07-DEC-2017 21:00,2017,December,7,Thursday,21,31,Lygon St (West),251
2017538, 07-DEC-2017 21:00,2017,December,7,Thursday,21,33,Flinders St-Spring St (West),67
2017539, 07-DEC-2017 21:00,2017,December,7,Thursday,21,34,Flinders St-Spark La,63
2017540, 07-DEC-2017 21:00,2017,December,7,Thursday,21,37,Lygon St (East),168
2017541, 07-DEC-2017 21:00,2017,December,7,Thursday,21,40,Lonsdale St-Spring St (West),211
2017542, 07-DEC-2017 21:00,2017,December,7,Thursday,21,36,Queen St (West),242
2017543, 07-DEC-2017 21:00,2017,December,7,Thursday,21,29,St Kilda Rd-Alexandra Gardens,280
2017544, 07-DEC-2017 21:00,2017,December,7,Thursday,21,42,Grattan St-Swanston St (West),94
2017545, 07-DEC-2017 21:00,2017,December,7,Thursday,21,43,Monash Rd-Swanston St (West),75
2017546, 07-DEC-2017 21:00,2017,December,7,Thursday,21,44,Tin Alley-Swanston St (West),45
2017547, 07-DEC-2017 21:00,2017,December,7,Thursday,21,35,Southbank,1040
2017548, 07-DEC-2017 21:00,2017,December,7,Thursday,21,45,Little Collins St-Swanston St (East),596
2017549, 07-DEC-2017 21:00,2017,December,7,Thursday,21,41,Flinders La-Swanston St (West),1776
2017550, 07-DEC-2017 21:00,2017,December,7,Thursday,21,46,Pelham St (S),23
2017551, 07-DEC-2017 21:00,2017,December,7,Thursday,21,47,Melbourne Central-Elizabeth St (East),757
2017552, 07-DEC-2017 21:00,2017,December,7,Thursday,21,48,QVM-Queen St (East),167
2017553, 07-DEC-2017 21:00,2017,December,7,Thursday,21,49,QVM-Therry St (South),72
2017554, 07-DEC-2017 21:00,2017,December,7,Thursday,21,50,Faraday St-Lygon St (West),251
2017555, 07-DEC-2017 21:00,2017,December,7,Thursday,21,51,QVM-Franklin St (North),57
2017556, 07-DEC-2017 21:00,2017,December,7,Thursday,21,52,Elizabeth St-Lonsdale St (South),336
2017557, 07-DEC-2017 22:00,2017,December,7,Thursday,22,4,Town Hall (West),698
2017558, 07-DEC-2017 22:00,2017,December,7,Thursday,22,17,Collins Place (South),184
2017559, 07-DEC-2017 22:00,2017,December,7,Thursday,22,18,Collins Place (North),131
2017560, 07-DEC-2017 22:00,2017,December,7,Thursday,22,16,Australia on Collins,201
2017561, 07-DEC-2017 22:00,2017,December,7,Thursday,22,2,Bourke Street Mall (South),271
2017562, 07-DEC-2017 22:00,2017,December,7,Thursday,22,1,Bourke Street Mall (North),414
2017563, 07-DEC-2017 22:00,2017,December,7,Thursday,22,3,Melbourne Central,1050
2017564, 07-DEC-2017 22:00,2017,December,7,Thursday,22,15,State Library,419
2017565, 07-DEC-2017 22:00,2017,December,7,Thursday,22,9,Southern Cross Station,93
2017566, 07-DEC-2017 22:00,2017,December,7,Thursday,22,10,Victoria Point,107
2017567, 07-DEC-2017 22:00,2017,December,7,Thursday,22,12,New Quay,58
2017568, 07-DEC-2017 22:00,2017,December,7,Thursday,22,11,Waterfront City,18
2017569, 07-DEC-2017 22:00,2017,December,7,Thursday,22,8,Webb Bridge,48
2017570, 07-DEC-2017 22:00,2017,December,7,Thursday,22,7,Birrarung Marr,49
2017571, 07-DEC-2017 22:00,2017,December,7,Thursday,22,5,Princes Bridge,1721
2017572, 07-DEC-2017 22:00,2017,December,7,Thursday,22,6,Flinders Street Station Underpass,921
2017573, 07-DEC-2017 22:00,2017,December,7,Thursday,22,14,Sandridge Bridge,176
2017574, 07-DEC-2017 22:00,2017,December,7,Thursday,22,26,QV Market-Elizabeth St (West),221
2017575, 07-DEC-2017 22:00,2017,December,7,Thursday,22,24,Spencer St-Collins St (North),635
2017576, 07-DEC-2017 22:00,2017,December,7,Thursday,22,23,Spencer St-Collins St (South),195
2017577, 07-DEC-2017 22:00,2017,December,7,Thursday,22,25,Melbourne Convention Exhibition Centre,152
2017578, 07-DEC-2017 22:00,2017,December,7,Thursday,22,21,Bourke St-Russell St (West),550
2017579, 07-DEC-2017 22:00,2017,December,7,Thursday,22,20,Chinatown-Lt Bourke St (South),374
2017580, 07-DEC-2017 22:00,2017,December,7,Thursday,22,19,Chinatown-Swanston St (North),577
2017581, 07-DEC-2017 22:00,2017,December,7,Thursday,22,22,Flinders St-Elizabeth St (East),953
2017582, 07-DEC-2017 22:00,2017,December,7,Thursday,22,27,QV Market-Peel St,50
2017583, 07-DEC-2017 22:00,2017,December,7,Thursday,22,28,The Arts Centre,1288
2017584, 07-DEC-2017 22:00,2017,December,7,Thursday,22,31,Lygon St (West),183
2017585, 07-DEC-2017 22:00,2017,December,7,Thursday,22,33,Flinders St-Spring St (West),71
2017586, 07-DEC-2017 22:00,2017,December,7,Thursday,22,34,Flinders St-Spark La,71
2017587, 07-DEC-2017 22:00,2017,December,7,Thursday,22,37,Lygon St (East),94
2017588, 07-DEC-2017 22:00,2017,December,7,Thursday,22,40,Lonsdale St-Spring St (West),393
2017589, 07-DEC-2017 22:00,2017,December,7,Thursday,22,36,Queen St (West),187
2017590, 07-DEC-2017 22:00,2017,December,7,Thursday,22,29,St Kilda Rd-Alexandra Gardens,949
2017591, 07-DEC-2017 22:00,2017,December,7,Thursday,22,42,Grattan St-Swanston St (West),121
2017592, 07-DEC-2017 22:00,2017,December,7,Thursday,22,43,Monash Rd-Swanston St (West),38
2017593, 07-DEC-2017 22:00,2017,December,7,Thursday,22,44,Tin Alley-Swanston St (West),19
2017594, 07-DEC-2017 22:00,2017,December,7,Thursday,22,35,Southbank,861
2017595, 07-DEC-2017 22:00,2017,December,7,Thursday,22,45,Little Collins St-Swanston St (East),472
2017596, 07-DEC-2017 22:00,2017,December,7,Thursday,22,41,Flinders La-Swanston St (West),1137
2017597, 07-DEC-2017 22:00,2017,December,7,Thursday,22,46,Pelham St (S),11
2017598, 07-DEC-2017 22:00,2017,December,7,Thursday,22,47,Melbourne Central-Elizabeth St (East),423
2017599, 07-DEC-2017 22:00,2017,December,7,Thursday,22,48,QVM-Queen St (East),85
2017600, 07-DEC-2017 22:00,2017,December,7,Thursday,22,49,QVM-Therry St (South),55
2017601, 07-DEC-2017 22:00,2017,December,7,Thursday,22,50,Faraday St-Lygon St (West),183
2017602, 07-DEC-2017 22:00,2017,December,7,Thursday,22,51,QVM-Franklin St (North),77
2017603, 07-DEC-2017 22:00,2017,December,7,Thursday,22,52,Elizabeth St-Lonsdale St (South),220
2017604, 07-DEC-2017 23:00,2017,December,7,Thursday,23,4,Town Hall (West),429
